id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
133925,ID,M,605.0,3,2,38,22.0,25.0,605.0,241.0,269,303.0,269
115431,OK,M,389.0,0,0,71,4.8,5.0,389.0,218.0,211,248.0,211
72366,MI,M,448.0,0,1,52,10.5,20.0,448.0,309.0,330,359.0,330
32527,FL,F,786.0,1,5,26,3.444444444,3.0,786.0,371.0,384,423.0,384
175974,OR,M,542.0,0,8,53,7.444444444,11.0,542.0,219.0,239,262.0,239
96008,IL,F,300.0,0,2,84,4.838709677,5.0,300.0,163.0,134,185.0,134
106610,NE,M,475.0,0,0,75,10.5,15.0,475.0,360.0,324,366.0,324
80395,WI,F,902.0,0,2,77,15.0,50.0,902.0,507.0,500,517.0,500
86225,SD,M,499.0,0,1,81,13.5,10.0,499.0,283.0,273,331.0,273
43595,MI,M,684.0,0,1,79,5.75,6.0,684.0,523.0,503,543.0,503
144812,CA,M,3608.0,96,28,35,80.0,50.0,3608.0,462.0,421,526.0,421
182480,WA,F,705.0,2,4,49,30.71428571,50.0,705.0,416.0,449,569.0,449
135265,AZ,feamale,815.0,0,7,12,10.0,14.0,815.0,439.0,322,472.0,322
84610,MN,F,780.0,0,4,69,3.113636364,4.0,780.0,485.0,488,507.0,488
116533,TX,F,496.0,0,11,74,7.619047619,10.0,496.0,218.0,260,259.0,260
29501,GA,U,510.0,1,0,76,17.42857143,21.0,510.0,338.0,305,347.0,305
102351,MO,F,787.0,0,0,59,13.33333333,23.0,787.0,271.0,264,356.0,264
136935,OK,F,454.0,0,3,63,9.0,15.0,454.0,311.0,302,306.0,302
137833,AZ,M,762.0,0,6,21,22.5,25.0,762.0,396.0,418,437.0,418
162392,CA,M,3839.0,98,19,46,11.85714286,20.0,3839.0,669.0,706,729.0,706
186713,CA,F,813.0,0,10,21,22.8125,15.0,813.0,360.0,348,424.0,348
12573,WA,F,1375.0,6,7,41,63.03571429,102.0,1375.0,510.0,330,443.0,330
112594,AR,M,704.0,2,1,70,9.0,15.0,704.0,374.0,295,461.0,295
145123,CA,F,5743.0,99,9,47,4.1,5.0,5743.0,812.0,708,903.0,708
58374,KY,F,483.0,0,0,53,9.545454546,10.0,483.0,237.0,216,269.0,216
108316,LA,M,1903.0,45,7,49,18.5,24.0,1903.0,265.0,274,379.0,274
71312,MI,F,497.0,0,1,92,3.08,3.0,497.0,364.0,357,384.0,357
142241,NV,F,2368.0,68,7,40,13.2,30.0,2368.0,827.0,723,833.0,723
7238,IA,F,374.0,0,0,74,5.538461539,12.0,374.0,305.0,225,283.0,225
132003,CO,F,508.0,0,1,61,5.571428571,8.0,508.0,303.0,377,427.0,377
172220,CA,M,676.0,0,18,54,12.13333333,19.0,676.0,172.0,201,203.0,201
189916,MI,M,805.0,0,6,78,21.16666667,5.0,805.0,506.0,421,507.0,421
89358,IL,M,732.0,0,12,63,11.66666667,20.0,732.0,416.0,450,463.0,450
82843,MN,F,737.0,0,5,76,5.071428571,5.0,737.0,383.0,357,445.0,357
56124,MS,M,600.0,0,3,16,15.0,20.0,600.0,255.0,292,294.0,292
75840,IA,M,686.0,0,3,64,12.75,20.0,686.0,449.0,408,492.0,408
163220,CA,U,5829.0,99,16,24,11.5,26.0,5829.0,987.0,691,977.0,691
74615,MI,M,500.0,0,9,59,7.0,9.0,500.0,385.0,263,423.0,263
45808,FL,F,877.0,3,7,15,8.578947368,10.0,877.0,380.0,392,432.0,392
162593,CA,M,5954.0,99,17,57,9.285714286,14.0,5954.0,1500.0,1185,1263.0,1185
20237,NC,feamale,674.0,1,2,65,6.266666667,13.0,674.0,381.0,347,405.0,347
54828,MS,feamale,338.0,0,0,90,7.818181818,5.0,338.0,195.0,197,227.0,197
168589,OR,F,835.0,7,2,32,11.875,10.0,835.0,244.0,240,274.0,240
168275,CA,U,3373.0,96,7,56,13.69230769,36.0,3373.0,682.0,699,729.0,699
175438,OR,,925.0,8,8,28,15.46428571,25.0,925.0,363.0,215,441.0,215
68427,MI,,483.0,0,17,61,38.0,25.0,483.0,393.0,382,430.0,382
89680,IL,F,1290.0,2,8,74,10.0,15.0,1290.0,559.0,575,624.0,575
132131,CO,F,613.0,0,0,50,14.875,25.0,613.0,207.0,168,244.0,168
180175,WA,F,938.0,3,5,52,14.07142857,20.0,938.0,319.0,344,379.0,344
85931,SD,U,246.0,0,0,86,6.111111111,6.0,246.0,269.0,276,297.0,276
147305,CA,M,2741.0,77,4,50,12.4,15.0,2741.0,609.0,586,558.0,586
122404,TX,F,546.0,1,9,70,10.0,25.0,546.0,244.0,270,319.0,270
27670,GA,M,894.0,2,9,35,11.5,25.0,894.0,481.0,452,509.0,452
17791,NC,feamale,969.0,13,7,51,25.0,25.0,969.0,562.0,544,596.0,544
113728,OK,M,493.0,0,4,61,15.0,15.0,493.0,305.0,273,337.0,273
51846,TN,F,386.0,0,0,83,15.0,25.0,386.0,231.0,220,251.0,220
51528,TN,F,472.0,0,0,64,6.071428571,5.0,472.0,303.0,284,337.0,284
155642,CA,U,1034.0,2,20,44,9.0,12.0,1034.0,249.0,222,295.0,222
99497,MO,M,834.0,0,2,78,8.214285714,5.0,834.0,409.0,382,413.0,382
95240,IL,M,604.0,0,5,63,10.71875,11.0,604.0,385.0,339,391.0,339
126639,TX,M,588.0,1,4,71,7.4,8.0,588.0,272.0,292,329.0,292
15965,NC,M,429.0,0,1,75,3.6875,5.0,429.0,259.0,253,286.0,253
114321,OK,M,737.0,0,1,56,15.0,25.0,737.0,420.0,420,456.0,420
132567,WY,F,985.0,3,1,40,15.33333333,20.0,985.0,453.0,449,478.0,449
78312,WI,male,565.0,0,3,72,10.55555556,15.0,565.0,406.0,370,383.0,370
188078,SC,M,1083.0,11,3,38,11.125,10.0,1083.0,502.0,506,557.0,506
102398,MO,F,442.0,0,1,53,5.166666667,12.0,442.0,210.0,274,259.0,274
45116,FL,M,1642.0,26,5,9,4.913043478,5.0,1642.0,551.0,611,651.0,611
155921,CA,M,1483.0,27,4,50,14.07692308,25.0,1483.0,333.0,382,416.0,382
77196,WI,F,940.0,0,3,83,15.0,25.0,940.0,465.0,452,495.0,452
10893,CA,,2012.0,51,10,36,15.66666667,20.0,2012.0,316.0,294,374.0,294
19621,NC,feamale,517.0,0,1,81,12.0,21.0,517.0,180.0,194,231.0,194
149653,CA,F,1773.0,29,41,37,15.0,10.0,1773.0,306.0,346,367.0,346
159750,CA,M,946.0,15,5,63,6.0,9.0,946.0,436.0,465,524.0,465
136269,AZ,feamale,1149.0,12,3,27,8.555555556,15.0,1149.0,566.0,598,606.0,598
108029,LA,M,729.0,3,1,92,4.875,5.0,729.0,444.0,448,483.0,448
10719,WA,F,2375.0,67,6,40,11.55555556,19.0,2375.0,358.0,331,377.0,331
156572,CA,M,3092.0,66,13,47,17.33333333,25.0,3092.0,644.0,641,720.0,641
152737,CA,M,2312.0,63,7,44,8.941176471,7.0,2312.0,516.0,531,589.0,531
94307,IL,F,1063.0,0,36,55,9.173913044,15.0,1063.0,322.0,304,393.0,304
129947,CO,F,552.0,1,9,49,20.0,20.0,552.0,258.0,262,315.0,262
108919,LA,F,629.0,1,2,62,9.5,15.0,629.0,277.0,279,327.0,279
4055,TX,M,1247.0,8,4,62,10.15384615,10.0,1247.0,617.0,672,718.0,672
175907,OR,F,807.0,0,7,51,9.529411765,15.0,807.0,388.0,377,420.0,377
13188,IN,F,679.0,1,0,91,47.18181818,100.0,679.0,247.0,304,328.0,304
35181,FL,M,1395.0,28,6,20,20.875,25.0,1395.0,509.0,580,642.0,580
53127,TN,M,576.0,0,0,78,17.625,30.0,576.0,319.0,295,339.0,295
88056,IL,F,1355.0,13,9,65,3.8,5.0,1355.0,567.0,593,670.0,593
145944,CA,F,2679.0,78,11,55,6.583333333,13.0,2679.0,470.0,535,572.0,535
86640,ND,F,553.0,0,1,76,6.862068966,13.0,553.0,399.0,355,395.0,355
99673,MO,F,638.0,0,2,84,9.5,22.0,638.0,483.0,488,521.0,488
96000,IL,M,359.0,0,10,53,3.583333333,10.0,359.0,218.0,159,329.0,159
170256,CA,F,1246.0,13,4,63,7.5,10.0,1246.0,296.0,339,362.0,339
20821,NC,M,631.0,1,1,83,12.21428571,10.0,631.0,324.0,333,373.0,333
189715,CA,F,5708.0,97,19,50,16.25,25.0,5708.0,708.0,575,854.0,575
183898,WA,J,429.0,1,1,57,5.5,3.0,429.0,302.0,310,343.0,310
155157,CA,F,955.0,1,7,63,12.33333333,12.0,955.0,332.0,346,359.0,346
137134,AZ,M,810.0,0,4,8,9.090909091,10.0,810.0,354.0,368,393.0,368
129602,CO,F,638.0,0,13,22,7.214285714,13.0,638.0,307.0,230,286.0,230
182286,WA,male,699.0,0,4,55,15.0,20.0,699.0,208.0,301,299.0,301
138804,AZ,feamale,1239.0,10,4,34,9.444444444,10.0,1239.0,365.0,399,428.0,399
100569,MO,M,2241.0,61,2,42,15.0,15.0,2241.0,822.0,716,904.0,716
9287,CA,M,1432.0,18,4,50,7.2,8.0,1432.0,423.0,453,461.0,453
104108,MO,F,609.0,0,2,58,11.78947368,11.0,609.0,357.0,301,355.0,301
1357,MI,F,889.0,0,6,84,10.66666667,15.0,889.0,368.0,391,431.0,391
10784,WA,male,791.0,0,8,28,4.407407407,10.0,791.0,563.0,566,571.0,566
140049,NM,F,629.0,2,1,62,9.857142857,20.0,629.0,197.0,214,243.0,214
170489,CA,F,2128.0,56,3,66,20.0,20.0,2128.0,472.0,559,567.0,559
184289,WA,F,645.0,1,9,54,7.666666667,10.0,645.0,376.0,360,381.0,360
36353,FL,F,1344.0,23,8,1,9.5,17.0,1344.0,403.0,377,446.0,377
97689,IL,M,821.0,1,3,57,10.0,10.0,821.0,371.0,390,431.0,390
133229,ID,M,681.0,0,5,48,12.0,25.0,681.0,396.0,406,445.0,406
51845,TN,F,386.0,0,0,83,8.444444444,18.0,386.0,231.0,220,251.0,220
111485,AR,M,361.0,0,0,52,29.57142857,30.0,361.0,182.0,199,233.0,199
75331,IA,F,583.0,3,1,78,8.5,25.0,583.0,371.0,385,452.0,385
96448,IL,F,760.0,2,2,78,6.909090909,8.0,760.0,451.0,441,510.0,441
88802,IL,M,1711.0,34,11,72,13.0,25.0,1711.0,542.0,629,683.0,629
183702,WA,F,700.0,0,7,47,11.33333333,10.0,700.0,415.0,356,446.0,356
175535,OR,M,904.0,9,2,56,10.6,20.0,904.0,446.0,442,510.0,442
35325,FL,M,833.0,0,8,21,12.14285714,30.0,833.0,350.0,329,387.0,329
181655,WA,male,957.0,6,6,54,15.0625,50.0,957.0,417.0,423,438.0,423
95582,IL,F,607.0,4,3,64,15.0,21.0,607.0,371.0,346,442.0,346
14394,TX,M,631.0,0,10,28,25.0,10.0,631.0,278.0,288,294.0,288
81823,WI,male,470.0,0,1,89,25.0,45.0,470.0,355.0,271,365.0,271
143470,CA,M,4112.0,95,18,50,15.14285714,17.0,4112.0,798.0,725,841.0,725
77048,IA,F,342.0,0,0,59,7.0,7.0,342.0,214.0,241,261.0,241
20962,NC,M,668.0,1,5,30,15.0,15.0,668.0,308.0,317,337.0,317
58725,KY,M,313.0,0,0,87,15.0,15.0,313.0,165.0,210,251.0,210
124104,TX,M,427.0,0,3,64,15.25,23.0,427.0,464.0,538,580.0,538
65136,MI,F,886.0,2,5,83,42.5,20.0,886.0,536.0,570,606.0,570
132558,WY,male,1034.0,0,0,33,15.0,15.0,1034.0,511.0,656,610.0,656
82248,MN,M,480.0,0,1,80,5.916666667,8.0,480.0,184.0,214,246.0,214
38944,FL,M,809.0,0,19,27,16.33333333,25.0,809.0,319.0,342,361.0,342
47111,AL,Male,453.0,0,0,90,3.782608696,5.0,453.0,264.0,263,299.0,263
165620,CA,U,1609.0,15,11,60,3.152173913,4.0,1609.0,435.0,404,435.0,404
59561,IN,M,438.0,0,0,75,8.2,9.0,438.0,324.0,282,304.0,282
27423,GA,F,442.0,0,0,78,9.166666667,5.0,442.0,253.0,257,286.0,257
13484,FL,M,1034.0,1,7,12,15.0,11.0,1034.0,524.0,515,555.0,515
133491,ID,M,679.0,1,3,37,46.33333333,100.0,679.0,327.0,332,360.0,332
63000,IN,,351.0,0,0,79,20.0,25.0,351.0,214.0,212,235.0,212
187284,IA,F,614.0,0,1,69,8.666666667,10.0,614.0,317.0,305,363.0,305
131423,CO,M,881.0,1,5,33,14.8,25.0,881.0,332.0,375,382.0,375
22942,SC,F,616.0,0,4,51,8.5,9.0,616.0,334.0,348,361.0,348
85579,MN,F,522.0,0,1,64,20.0,20.0,522.0,292.0,294,347.0,294
3009,CA,F,1184.0,0,9,55,9.875,20.0,1184.0,341.0,352,368.0,352
105923,KS,F,481.0,0,0,77,5.857142857,7.0,481.0,318.0,359,352.0,359
187722,MI,M,1348.0,22,4,65,6.2,7.0,1348.0,712.0,752,788.0,752
15566,NC,feamale,683.0,1,1,77,7.214285714,10.0,683.0,398.0,377,441.0,377
84745,MN,F,604.0,1,1,78,6.590909091,7.0,604.0,338.0,356,376.0,356
78172,WI,F,1167.0,4,4,71,15.0,25.0,1167.0,576.0,597,626.0,597
186334,IN,M,836.0,8,0,78,8.947368421,10.0,836.0,431.0,347,442.0,347
170767,CA,F,1349.0,1,15,24,12.5,15.0,1349.0,418.0,436,480.0,436
149152,CA,M,4507.0,95,17,50,20.0,20.0,4507.0,1004.0,893,962.0,893
959,IA,F,586.0,1,1,77,7.3,10.0,586.0,413.0,404,465.0,404
179563,WA,male,842.0,2,41,24,16.4,23.0,842.0,419.0,476,494.0,476
41243,FL,F,556.0,0,2,56,9.818181818,12.0,556.0,277.0,292,330.0,292
160500,CA,M,1467.0,7,8,61,7.333333333,5.0,1467.0,323.0,356,392.0,356
77605,WI,male,1304.0,13,6,71,10.0,15.0,1304.0,484.0,595,609.0,595
190064,Tennessee,F,340.0,0,1,48,10.0,20.0,340.0,151.0,173,188.0,173
138758,AZ,feamale,616.0,0,0,69,14.8,20.0,616.0,423.0,406,443.0,406
8531,MI,M,497.0,0,0,88,6.368421053,10.0,497.0,296.0,343,369.0,343
27846,GA,,1149.0,14,2,58,23.33333333,200.0,1149.0,460.0,469,509.0,469
22782,SC,M,514.0,3,2,46,10.0,10.0,514.0,224.0,226,238.0,226
66223,MI,M,870.0,3,2,83,9.571428571,10.0,870.0,345.0,357,398.0,357
189616,CA,M,2680.0,80,13,41,20.0,35.0,2680.0,506.0,402,517.0,402
79649,WI,F,556.0,0,6,66,10.33333333,15.0,556.0,275.0,268,258.0,268
138999,AZ,feamale,624.0,1,3,29,8.434782609,10.0,624.0,326.0,324,355.0,324
8232,MO,F,322.0,0,0,80,13.41666667,10.0,322.0,240.0,239,302.0,239
43020,FL,F,736.0,0,11,6,15.0,15.0,736.0,293.0,321,347.0,321
118862,TX,M,868.0,0,9,49,8.5,12.0,868.0,564.0,569,571.0,569
30104,GA,M,364.0,0,0,89,8.833333333,15.0,364.0,307.0,287,325.0,287
154614,CA,F,1709.0,26,9,68,15.0,20.0,1709.0,518.0,527,537.0,527
57151,KY,F,875.0,0,3,29,15.9,26.0,875.0,326.0,326,326.0,326
71425,MI,M,713.0,0,2,88,6.0,7.0,713.0,313.0,323,364.0,323
127823,TX,F,258.0,0,0,94,5.45,6.0,258.0,60.0,93,74.0,93
150739,CA,U,1951.0,44,10,66,9.681818182,12.0,1951.0,578.0,619,625.0,619
41384,FL,F,556.0,0,16,22,9.428571429,12.0,556.0,358.0,320,352.0,320
114721,OK,,1040.0,0,2,56,11.66666667,15.0,1040.0,609.0,579,656.0,579
149152,CA,M,4507.0,95,17,50,20.0,20.0,4507.0,1004.0,893,962.0,893
959,IA,F,586.0,1,1,77,7.3,10.0,586.0,413.0,404,465.0,404
179563,WA,male,842.0,2,41,24,16.4,23.0,842.0,419.0,476,494.0,476
41243,FL,F,556.0,0,2,56,9.818181818,12.0,556.0,277.0,292,330.0,292
190579,CA,M,3200.0,83,31,32,3.106060606,4.0,3200.0,311.0,333,343.0,333
42997,FL,F,1567.0,27,4,10,6.5625,7.0,1567.0,391.0,434,409.0,434
132896,OR,F,953.0,1,3,45,15.57142857,25.0,953.0,379.0,387,455.0,387
120189,TX,M,492.0,3,0,92,19.375,25.0,492.0,260.0,284,301.0,284
138829,AZ,feamale,847.0,0,3,20,11.5,25.0,847.0,238.0,225,308.0,225
167462,CA,M,2645.0,87,26,46,8.75,15.0,2645.0,655.0,682,697.0,682
160401,CA,F,1952.0,48,6,55,13.0,13.0,1952.0,365.0,367,398.0,367
174934,OR,F,1305.0,19,7,40,7.0,5.0,1305.0,456.0,448,471.0,448
2020,CA,F,3556.0,98,9,55,7.35,7.0,3556.0,701.0,838,805.0,838
74235,MI,M,473.0,1,0,94,13.5,26.0,473.0,338.0,348,363.0,348
167039,CA,,3201.0,92,9,72,5.0,5.0,3201.0,552.0,539,591.0,539
165509,CA,M,2213.0,77,7,62,4.95,10.0,2213.0,447.0,491,491.0,491
151653,CA,,1455.0,7,19,39,6.35,10.0,1455.0,417.0,393,426.0,393
100132,MO,F,393.0,0,0,71,10.0,15.0,393.0,258.0,258,301.0,258
161726,CA,F,2453.0,86,16,45,5.8125,7.0,2453.0,451.0,436,475.0,436
125986,TX,M,533.0,1,3,75,13.375,17.0,533.0,276.0,287,308.0,287
185394,MI,F,647.0,0,7,80,8.916666667,5.0,647.0,317.0,300,338.0,300
43799,FL,F,1044.0,15,8,35,13.16666667,20.0,1044.0,318.0,458,499.0,458
185464,KY,M,702.0,0,9,23,11.11111111,15.0,702.0,348.0,337,397.0,337
125325,TX,M,852.0,1,4,46,14.62347826,20.0,852.0,540.0,535,556.0,535
112679,OK,M,1045.0,1,3,48,15.0,20.0,1045.0,538.0,604,618.0,604
2415,CA,F,5501.0,98,33,36,17.5,25.0,5501.0,924.0,870,958.0,870
166866,CA,F,3921.0,96,7,50,10.0,12.5,3921.0,804.0,799,835.0,799
4211,TX,F,919.0,10,4,63,17.92307692,25.0,919.0,562.0,558,697.0,558
182395,WA,F,755.0,2,9,39,16.5,10.0,755.0,315.0,244,313.0,244
188178,NV,F,1383.0,14,8,8,7.0,8.0,1383.0,464.0,499,562.0,499
147835,CA,F,3694.0,97,25,41,32.22222222,20.0,3694.0,611.0,601,666.0,601
5532,MD,M,1690.0,29,4,30,9.928571429,15.0,1690.0,655.0,653,700.0,653
128857,TX,M,438.0,0,23,47,26.0,15.0,438.0,213.0,265,264.0,265
40058,FL,F,1187.0,12,12,11,11.66666667,25.0,1187.0,448.0,438,469.0,438
179377,WA,,1617.0,29,4,59,7.5,10.0,1617.0,414.0,457,490.0,457
166207,CA,M,1367.0,4,2,57,6.75,9.0,1367.0,329.0,359,355.0,359
124227,TX,U,267.0,0,0,69,13.875,25.0,267.0,72.0,169,94.0,169
7173,TN,F,854.0,0,0,58,17.73333333,32.0,854.0,389.0,372,427.0,372
85152,MN,M,493.0,1,1,87,12.5,10.0,493.0,311.0,314,395.0,314
32807,FL,M,700.0,0,9,44,5.444444444,5.0,700.0,360.0,355,375.0,355
268,FL,F,1765.0,44,14,8,22.38095238,33.0,1765.0,465.0,442,562.0,442
109514,LA,M,0.0,0,0,0,5.666666667,6.0,0.0,0.0,0,0.0,0
181644,WA,F,929.0,8,5,47,8.5,12.0,929.0,369.0,314,352.0,314
62585,NC,feamale,581.0,1,0,90,14.0,25.0,581.0,267.0,288,332.0,288
163354,CA,F,4313.0,98,16,54,11.85714286,10.0,4313.0,783.0,752,811.0,752
98672,IL,M,470.0,0,1,91,4.2,5.0,470.0,313.0,282,337.0,282
190614,CO,F,1159.0,0,6,28,6.230769231,3.0,1159.0,557.0,574,561.0,574
155607,CA,F,3152.0,81,10,45,34.0,38.0,3152.0,891.0,908,950.0,908
161804,CA,M,1137.0,5,27,54,9.0,5.0,1137.0,362.0,425,444.0,425
11348,FL,M,912.0,8,6,14,12.16666667,5.0,912.0,370.0,379,442.0,379
111380,AR,M,332.0,0,0,84,7.133333333,10.0,332.0,257.0,261,296.0,261
86578,ND,M,247.0,0,1,87,5.5,15.0,247.0,220.0,231,259.0,231
157904,CA,F,2190.0,63,16,43,6.5,6.0,2190.0,655.0,669,709.0,669
140924,NV,M,1117.0,3,6,28,6.428571429,7.0,1117.0,461.0,461,450.0,461
32972,FL,F,814.0,1,3,46,10.4,12.0,814.0,282.0,298,312.0,298
149541,CA,F,1814.0,27,40,43,10.66666667,10.0,1814.0,418.0,380,410.0,380
182604,WA,F,403.0,0,8,63,20.0,15.0,403.0,288.0,237,365.0,237
103876,MO,F,613.0,0,2,64,10.66666667,20.0,613.0,323.0,300,357.0,300
65999,MI,M,2712.0,81,13,44,18.42857143,25.0,2712.0,1144.0,989,1079.0,989
104394,KS,F,958.0,8,3,45,7.6,10.0,958.0,499.0,525,582.0,525
117524,TN,F,1129.0,12,8,43,20.83333333,25.0,1129.0,445.0,429,537.0,429
147904,CA,F,4984.0,98,24,41,12.14285714,50.0,4984.0,702.0,734,777.0,734
105815,KS,M,452.0,0,4,62,14.8,20.0,452.0,300.0,297,324.0,297
31778,FL,M,986.0,11,2,26,20.11111111,25.0,986.0,495.0,530,539.0,530
112084,AR,M,655.0,3,1,31,14.44,14.0,655.0,247.0,267,305.0,267
58850,KY,M,459.0,0,0,81,3.52173913,6.0,459.0,195.0,237,258.0,237
185901,TX,M,674.0,2,0,57,5.363636364,10.0,674.0,402.0,458,553.0,458
134566,UT,F,728.0,2,2,54,10.35714286,10.0,728.0,304.0,315,339.0,315
185819,CA,M,4153.0,91,13,41,12.0,13.0,4153.0,886.0,640,891.0,640
3985,TX,F,348.0,0,3,87,10.22692308,12.0,348.0,223.0,239,265.0,239
23321,SC,F,869.0,4,0,68,7.25,10.0,869.0,505.0,465,511.0,465
158978,CA,M,1876.0,24,25,46,10.83333333,15.0,1876.0,404.0,419,450.0,419
14388,FL,M,865.0,3,7,21,6.266666667,10.0,865.0,387.0,392,432.0,392
12779,CA,M,666.0,1,14,47,8.166666667,10.0,666.0,253.0,268,288.0,268
39667,FL,M,809.0,8,10,32,13.71428571,15.0,809.0,389.0,411,446.0,411
163731,CA,M,4763.0,97,26,42,9.888888889,11.0,4763.0,534.0,551,609.0,551
156457,CA,F,0.0,0,0,0,15.0,25.0,0.0,0.0,0,0.0,0
100369,MO,F,987.0,1,2,76,28.0,28.0,987.0,354.0,344,412.0,344
46201,FL,M,2444.0,70,8,33,15.0,15.0,2444.0,780.0,737,782.0,737
118182,TX,M,503.0,1,1,71,4.5,5.0,503.0,255.0,262,292.0,262
67,NM,F,1004.0,0,2,32,5.05,5.0,1004.0,247.0,236,313.0,236
116951,TX,F,1565.0,0,9,27,6.1,6.0,1565.0,780.0,704,784.0,704
160032,CA,F,872.0,0,7,62,20.4,25.0,872.0,307.0,343,356.0,343
60694,IN,F,501.0,2,2,61,20.77777778,25.0,501.0,374.0,354,399.0,354
80387,WI,F,331.0,0,2,90,4.444444444,5.0,331.0,237.0,217,273.0,217
158143,CA,M,620.0,1,2,60,12.36142857,16.0,620.0,270.0,279,309.0,279
25277,SC,M,747.0,0,1,35,15.0,17.0,747.0,457.0,396,488.0,396
179454,WA,F,936.0,1,22,48,9.5,20.0,936.0,304.0,257,308.0,257
145899,NC,feamale,1491.0,22,1,42,14.0,20.0,1491.0,489.0,472,566.0,472
183790,WA,F,756.0,6,1,57,8.769230769,14.0,756.0,372.0,391,430.0,391
119538,TX,F,487.0,0,17,59,9.888888889,16.0,487.0,222.0,247,262.0,247
24991,SC,M,651.0,1,1,73,7.611111111,11.0,651.0,345.0,337,382.0,337
113501,OK,F,693.0,0,3,54,5.125,5.0,693.0,479.0,439,486.0,439
185353,CA,F,1063.0,10,26,38,3.035714286,3.0,1063.0,148.0,206,223.0,206
72308,MI,F,609.0,0,2,87,19.25,46.0,609.0,424.0,422,466.0,422
110519,LA,M,732.0,0,1,71,10.70588235,17.0,732.0,374.0,432,459.0,432
124193,TX,U,439.0,0,1,72,5.8,6.0,439.0,301.0,307,341.0,307
181526,WA,F,871.0,2,2,51,9.5,13.0,871.0,355.0,363,384.0,363
2796,AK,Male,682.0,3,3,29,15.0,25.0,682.0,423.0,416,469.0,416
67954,MI,F,313.0,0,1,76,16.25,35.0,313.0,256.0,220,274.0,220
93809,IL,M,1059.0,0,15,75,7.583333333,10.0,1059.0,513.0,392,528.0,392
109520,LA,M,687.0,0,0,79,9.0,15.0,687.0,310.0,291,328.0,291
76051,IA,M,397.0,0,2,20,14.4,20.0,397.0,270.0,296,313.0,296
145521,CA,F,2516.0,80,15,40,13.65517241,16.0,2516.0,649.0,641,691.0,641
87533,MT,feamale,747.0,3,1,54,11.625,5.0,747.0,318.0,347,387.0,347
82026,WI,F,506.0,0,0,81,8.6,12.0,506.0,323.0,326,346.0,326
97055,IL,F,412.0,0,0,84,9.333333333,22.0,412.0,354.0,342,380.0,342
74701,MI,,360.0,1,1,70,9.142857143,20.0,360.0,239.0,233,267.0,233
183374,WA,male,423.0,1,24,43,4.380952381,10.0,423.0,229.0,261,296.0,261
28565,GA,F,745.0,1,17,39,5.166666667,7.0,745.0,275.0,353,342.0,353
139628,NM,M,691.0,0,1,46,17.16,20.0,691.0,294.0,319,337.0,319
113686,OK,J,657.0,0,5,34,10.0,15.0,657.0,366.0,357,366.0,357
123862,TX,F,978.0,1,7,43,4.333333333,3.0,978.0,559.0,475,609.0,475
151629,CA,F,1586.0,10,12,32,9.5,15.0,1586.0,321.0,337,369.0,337
5404,LA,U,587.0,0,0,75,17.53846154,10.0,587.0,302.0,317,331.0,317
150516,CA,F,3304.0,82,42,37,24.05882353,25.0,3304.0,614.0,629,669.0,629
31911,VA,F,800.0,1,0,63,4.285714286,5.0,800.0,358.0,333,376.0,333
2379,MI,M,1596.0,31,3,71,10.875,10.0,1596.0,603.0,631,672.0,631
151455,CA,,2105.0,55,47,36,15.33333333,20.0,2105.0,314.0,372,395.0,372
90499,IL,F,1480.0,25,16,51,7.617021277,10.0,1480.0,684.0,635,718.0,635
177307,OR,F,585.0,1,4,42,9.727272727,10.0,585.0,266.0,255,292.0,255
65423,MI,F,1033.0,0,5,72,10.33333333,10.0,1033.0,611.0,565,651.0,565
95800,IL,M,340.0,0,5,58,10.2,20.0,340.0,178.0,217,252.0,217
91965,IL,,1708.0,11,21,70,12.6875,16.0,1708.0,413.0,374,455.0,374
104721,KS,F,1419.0,13,1,29,7.363636364,10.0,1419.0,698.0,766,777.0,766
165177,CA,F,2698.0,89,27,49,10.81818182,5.0,2698.0,593.0,572,599.0,572
156929,CA,U,2688.0,88,5,37,8.642857143,15.0,2688.0,367.0,418,449.0,418
52549,TN,M,556.0,1,0,81,13.11111111,30.0,556.0,346.0,270,389.0,270
51706,TN,M,972.0,16,0,71,11.42857143,15.0,972.0,278.0,281,318.0,281
117969,TX,F,498.0,0,1,62,7.454545455,9.0,498.0,278.0,282,315.0,282
2235,FL,M,878.0,10,4,6,10.47058824,12.0,878.0,331.0,349,410.0,349
161023,CA,M,883.0,1,8,59,14.85714286,20.0,883.0,333.0,315,362.0,315
139887,NM,F,670.0,2,2,52,11.66666667,20.0,670.0,287.0,282,290.0,282
186212,NM,M,589.0,0,5,45,8.588235294,7.0,589.0,317.0,292,325.0,292
162759,CA,F,2620.0,82,48,36,14.42857143,18.0,2620.0,490.0,519,523.0,519
95654,IL,M,677.0,0,2,71,10.66666667,20.0,677.0,466.0,442,489.0,442
101774,MO,F,464.0,0,1,64,8.222222222,8.0,464.0,257.0,224,285.0,224
21710,NC,M,600.0,1,2,64,9.52631579,10.0,600.0,308.0,292,349.0,292
65565,MI,F,707.0,0,13,73,4.176470588,10.0,707.0,393.0,383,474.0,383
171631,CA,F,1537.0,19,13,58,11.19230769,10.0,1537.0,509.0,528,544.0,528
